Nome,Data de Nascimento,Sexo,Raça,Estado Civil,Você trabalha? (Estágio ou Efetivo),Renda Própria,Quantidade de Filhos,Renda do Responsável Financeiro,Escolaridade do Responsável,Bairro,Distancia,Tipo de Ingresso,%_BOLSA,Curso,Semestre,FALTA,Status
Asafe Farias,2006-04-26,Masculino,Branco,Solteiro,Sim,1936,0,3935,Ensino Médio,SCIA,10,PROUNI,100,Ciência da Computação,3,10,0
Benjamim Abreu,1999-01-17,Feminino,Outras,Solteiro,Não,2641,0,3588,Ensino Superior,São Sebastião,9,Transferência,34,Psicologia,5,38,0
Rodrigo Câmara,1999-04-12,Masculino,Branco,Solteiro,Não,2096,0,2464,Ensino Superior,Park Way,3,ENEM,45,Arquitetura,4,6,0
Olívia Araújo,2003-10-10,Feminino,Negro,Solteiro,Não,2014,0,3634,Ensino Superior,Asa Norte,9,ENEM,29,Ciência da Computação,2,0,1
Ana Laura Leão,2003-07-15,Masculino,Branco,Solteiro,Sim,2316,0,2519,Ensino Médio,SCIA,8,IDP Pass,40,Ciência da Computação,5,3,1
Nathan da Rocha,1995-10-29,Masculino,Branco,Solteiro,Sim,2782,0,3966,Ensino Superior,SCIA,8,ENEM,17,Psicologia,3,7,0
Luiz Miguel Oliveira,2003-01-08,Feminino,Branco,Solteiro,Não,1576,0,2036,Ensino Superior,Sudoeste,2,IDP Pass,10,Engenharia de Software,2,31,0
Olívia Mendes,1956-08-09,Feminino,Branco,Solteiro,Não,1582,0,2809,Ensino Médio,Plano Piloto,7,IDP Pass,21,Arquitetura,3,3,0
José Porto,2000-06-04,Feminino,Branco,União Estável,Não,2556,0,2270,Ensino Médio,Lago Norte,2,ENEM,28,Engenharia de Software,2,8,0
Amanda Moraes,1998-01-11,Masculino,Branco,Solteiro,Sim,2563,0,3819,Ensino Médio,Fercal,10,Transferência,32,Psicologia,1,10,1
Manuella Moraes,1998-04-22,Feminino,Branco,Solteiro,Sim,1214,0,2345,Ensino Médio,Sobradinho,6,ENEM,9,Ciência da Computação,4,9,0
Ravi Lucca Novaes,2003-09-06,Feminino,Outras,Solteiro,Sim,1910,0,3457,Ensino Superior,Fercal,4,ENEM,12,Arquitetura,1,6,1
Eduarda Andrade,2004-02-27,Feminino,Branco,Solteiro,Não,2931,0,2976,Ensino Médio,Lago Norte,2,ENEM,32,Arquitetura,5,10,0
Alice Gomes,2002-03-08,Masculino,Branco,Solteiro,Sim,1834,0,3792,Ensino Superior,Lago Norte,4,IDP Pass,18,Publicidade,1,12,0
Thomas da Mata,1913-11-05,Masculino,Branco,Solteiro,Não,1353,0,3679,Ensino Superior,Sobradinho,4,ENEM,42,Economia,2,7,1
Alexandre Costela,1958-09-27,Masculino,Branco,Solteiro,Sim,2709,0,2879,Ensino Médio,Lago Sul,6,PROUNI,100,Economia,5,14,1
Rhavi Montenegro,2003-03-04,Feminino,Branco,Solteiro,Não,2974,0,3400,Ensino Superior,Fercal,4,PROUNI,100,Publicidade,3,10,0
Bryan Dias,2006-04-16,Masculino,Branco,Solteiro,Não,1369,0,3158,Ensino Médio,Asa Sul,2,ENEM,20,Arquitetura,5,6,0
Luísa Ferreira,2001-11-26,Feminino,Branco,Solteiro,Não,1331,0,3131,Ensino Médio,Sudoeste,7,ENEM,47,Psicologia,2,9,0
Luísa Nascimento,2005-03-14,Feminino,Negro,Solteiro,Não,1760,0,3778,Ensino Médio,Asa Norte,4,IDP Pass,46,Psicologia,1,22,0
Davi Luiz Albuquerque,2005-12-22,Feminino,Branco,Solteiro,Sim,2309,0,2329,Ensino Superior,Lago Sul,1,ENEM,19,Psicologia,2,36,0
Arthur Gabriel Cardoso,1997-05-31,Feminino,Outras,Solteiro,Não,1472,0,2098,Ensino Médio,Vicente Pires,2,ENEM,13,Psicologia,5,14,0
Anthony Gabriel Câmara,2001-01-03,Masculino,Outras,Solteiro,Não,1099,0,2761,Ensino Médio,Lago Norte,6,ENEM,3,Administração,1,6,1
Luiz Felipe Araújo,1997-11-24,Feminino,Branco,Casado,Sim,2984,0,2026,Ensino Superior,Sol Nascente/Pôr do Sol,3,ENEM,40,Ciência da Computação,2,10,0
João Miguel Nascimento,2003-03-10,Feminino,Branco,União Estável,Sim,1169,0,3097,Ensino Superior,Sudoeste,8,ENEM,47,Publicidade,1,6,1
Nicolas Novaes,1996-01-13,Masculino,Branco,Solteiro,Sim,1107,0,3825,Ensino Superior,Fercal,8,ENEM,40,Arquitetura,1,8,0
Brayan Viana,2000-06-13,Feminino,Branco,Solteiro,Não,2849,0,3839,Ensino Médio,Planaltina,4,IDP Pass,34,Administração,2,10,1
Vicente Aparecida,2000-06-24,Masculino,Branco,Solteiro,Não,1793,0,2739,Ensino Superior,Asa Norte,4,ENEM,15,Publicidade,3,26,0
Esther Cassiano,2001-10-24,Feminino,Outras,Casado,Não,2671,0,3392,Ensino Médio,Noroeste,9,ENEM,33,Publicidade,5,7,1
Luiz Gustavo Campos,2005-05-04,Masculino,Branco,Solteiro,Sim,1254,0,2550,Ensino Superior,Sudoeste,7,ENEM,19,Engenharia de Software,5,9,0
Bruno Lima,1998-01-31,Feminino,Branco,Solteiro,Não,2744,0,3073,Ensino Superior,SIA,2,Transferência,6,Psicologia,2,6,0
Alícia Correia,2002-10-15,Masculino,Negro,Solteiro,Não,1577,0,2134,Ensino Médio,Lago Oeste,5,IDP Pass,23,Psicologia,2,6,0
Aurora Martins,1998-12-22,Feminino,Branco,Solteiro,Sim,1185,0,2605,Ensino Superior,Paranoá,6,IDP Pass,17,Psicologia,5,6,0
Maria Eduarda da Luz,1944-04-12,Masculino,Outras,Solteiro,Não,1814,0,2140,Ensino Superior,Gama,8,ENEM,0,Economia,3,36,1
Alice Ferreira,2001-05-04,Feminino,Outras,Solteiro,Não,1276,0,3893,Ensino Superior,Lago Norte,3,ENEM,45,Ciência da Computação,3,10,0
Luara Pimenta,1915-04-12,Masculino,Branco,Solteiro,Sim,2268,0,3892,Ensino Superior,Asa Sul,6,IDP Pass,28,Arquitetura,4,8,0
Anna Liz Moraes,1994-11-20,Feminino,Branco,Solteiro,Não,1054,0,3171,Ensino Médio,Recanto das Emas,2,IDP Pass,28,Publicidade,5,10,0
Allana das Neves,1994-08-17,Feminino,Branco,Solteiro,Sim,2681,0,2165,Ensino Médio,Setor de Indústrias Gráficas,1,IDP Pass,7,Economia,2,38,0
João Gabriel Mendonça,1996-03-16,Masculino,Branco,Solteiro,Sim,1024,0,3107,Ensino Superior,Águas Claras,6,IDP Pass,36,Arquitetura,2,6,0
Sarah Teixeira,2004-09-11,Masculino,Branco,Casado,Não,1596,0,3193,Ensino Superior,Lago Norte,6,ENEM,46,Arquitetura,5,40,1
Nicole da Costa,1997-02-18,Feminino,Negro,Solteiro,Não,1201,0,3025,Ensino Superior,Lago Norte,10,ENEM,30,Publicidade,5,9,0
Anna Liz Teixeira,2002-04-10,Feminino,Branco,Solteiro,Sim,2355,0,2465,Ensino Superior,Planaltina,9,ENEM,17,Administração,5,10,1
Maria Liz Camargo,1995-05-27,Masculino,Branco,Solteiro,Sim,1677,0,2578,Ensino Médio,Gama,6,IDP Pass,0,Economia,3,2,1
Kaique Rezende,2001-02-21,Feminino,Branco,Solteiro,Não,1865,0,2473,Ensino Médio,Lago Oeste,7,ENEM,11,Economia,3,9,0
Heitor Freitas,2005-08-16,Feminino,Branco,Solteiro,Sim,1577,0,3149,Ensino Superior,Asa Sul,9,IDP Pass,7,Publicidade,2,10,0
Rael Lopes,2005-05-24,Masculino,Negro,Solteiro,Sim,2952,0,3523,Ensino Superior,Asa Sul,7,PROUNI,100,Administração,3,7,0
Josué Vieira,1996-04-16,Masculino,Branco,Solteiro,Não,1399,0,2181,Ensino Superior,Sudoeste,4,ENEM,30,Publicidade,1,10,0
Ana Liz da Costa,2005-01-07,Feminino,Negro,Solteiro,Não,2476,2,2175,Ensino Superior,Samambaia,5,IDP Pass,45,Economia,5,9,1
Bento Camargo,2002-09-10,Masculino,Outras,Solteiro,Sim,2528,0,2632,Ensino Superior,Sudoeste,1,ENEM,23,Psicologia,3,9,1
Bruno Martins,2003-12-31,Masculino,Negro,Solteiro,Sim,1590,0,2853,Ensino Médio,Sol Nascente/Pôr do Sol,8,IDP Pass,35,Administração,4,9,1
Sara Lima,2004-09-07,Feminino,Negro,Solteiro,Não,2353,0,2661,Ensino Médio,Guará,5,Transferência,20,Economia,1,33,1
Hadassa Marques,2006-05-24,Feminino,Outras,Solteiro,Sim,1956,0,2287,Ensino Médio,Lago Norte,10,PROUNI,100,Economia,1,39,0
Cecilia Vargas,2001-08-07,Masculino,Negro,Solteiro,Sim,1702,2,3749,Ensino Superior,Santa Maria,4,Transferência,45,Psicologia,2,8,1
Benicio Novais,2006-02-12,Masculino,Negro,União Estável,Sim,1887,0,3797,Ensino Superior,Núcleo Bandeirante,2,PROUNI,100,Engenharia de Software,4,9,1
Jade Ferreira,2001-11-28,Feminino,Negro,Solteiro,Não,2569,0,3694,Ensino Médio,Noroeste,4,IDP Pass,1,Ciência da Computação,2,8,0
Lunna Mendonça,2001-05-09,Feminino,Branco,Solteiro,Não,2275,0,3480,Ensino Médio,Riacho Fundo II,4,IDP Pass,28,Ciência da Computação,4,0,1
João Vitor da Mota,2006-04-11,Masculino,Branco,Solteiro,Sim,1891,0,2292,Ensino Superior,Asa Norte,10,IDP Pass,36,Publicidade,3,8,1
Gael Freitas,1999-02-14,Feminino,Branco,Solteiro,Sim,1031,0,2628,Ensino Superior,Planaltina,9,ENEM,13,Engenharia de Software,4,26,1
Ester Nunes,1911-01-21,Masculino,Outras,Solteiro,Sim,2246,0,2221,Ensino Médio,Noroeste,8,Transferência,30,Psicologia,4,10,0
Maria Luiza Silva,1997-03-15,Masculino,Negro,Solteiro,Não,1132,0,3671,Ensino Superior,Noroeste,9,IDP Pass,24,Ciência da Computação,3,7,0
Davi Dias,2003-01-09,Feminino,Branco,Solteiro,Sim,2020,0,3889,Ensino Médio,Varjão,4,IDP Pass,24,Engenharia de Software,1,10,0
Ana Ramos,1994-10-24,Masculino,Branco,Solteiro,Não,1926,0,2095,Ensino Superior,Guará,5,ENEM,36,Arquitetura,2,7,1
Olívia Ferreira,2006-05-03,Feminino,Branco,Solteiro,Não,2117,0,3038,Ensino Superior,Lago Norte,7,IDP Pass,5,Engenharia de Software,1,9,0
Fernando Melo,1997-08-09,Feminino,Branco,Solteiro,Não,2669,0,2901,Ensino Médio,Recanto das Emas,2,Transferência,10,Ciência da Computação,3,2,0
Brayan da Cruz,2006-02-24,Masculino,Branco,Solteiro,Não,1243,0,3841,Ensino Superior,Plano Piloto,8,IDP Pass,42,Engenharia de Software,1,8,0
Gustavo Henrique Pastor,2002-02-27,Masculino,Branco,Solteiro,Não,2883,0,3956,Ensino Superior,Asa Norte,2,PROUNI,100,Administração,2,17,0
Isabelly Carvalho,2005-03-18,Masculino,Negro,Solteiro,Não,1990,0,2914,Ensino Superior,Sobradinho,6,PROUNI,100,Ciência da Computação,1,7,0
Luiza Pires,2005-01-22,Feminino,Branco,Solteiro,Não,2333,0,3432,Ensino Médio,Brazlândia,4,ENEM,1,Arquitetura,1,6,1
Valentim da Cunha,2002-11-17,Masculino,Branco,Solteiro,Sim,1438,0,2375,Ensino Médio,Asa Sul,2,ENEM,11,Economia,2,6,1
Isadora Barros,1998-05-04,Masculino,Branco,Solteiro,Não,1894,0,2987,Ensino Médio,Recanto das Emas,2,ENEM,11,Psicologia,3,10,0
Maria Helena Carvalho,1923-07-09,Masculino,Branco,Solteiro,Sim,1684,0,2916,Ensino Superior,Sol Nascente/Pôr do Sol,8,PROUNI,100,Publicidade,2,8,0
Manuella Rios,2002-05-27,Feminino,Branco,União Estável,Não,1953,0,2041,Ensino Superior,Noroeste,8,ENEM,30,Arquitetura,3,7,0
Marcela Gonçalves,1995-04-30,Feminino,Outras,Solteiro,Sim,2898,0,2525,Ensino Médio,Itapoã,4,IDP Pass,18,Economia,1,4,0
Alexandre Machado,1996-09-04,Feminino,Branco,Solteiro,Não,1834,0,2144,Ensino Superior,Cruzeiro,3,IDP Pass,48,Economia,5,7,1
Elisa Silva,2004-11-04,Feminino,Outras,Solteiro,Sim,2355,0,3511,Ensino Superior,Brazlândia,1,ENEM,21,Administração,5,8,1
Emanuel da Cruz,2000-09-21,Masculino,Branco,Solteiro,Sim,1919,0,3341,Ensino Médio,Sudoeste,8,IDP Pass,12,Ciência da Computação,1,7,0
Lucas Gabriel Cunha,1995-09-18,Masculino,Branco,Casado,Sim,2354,0,2520,Ensino Superior,Noroeste,10,Transferência,9,Publicidade,1,8,1
Ana Costela,1996-03-01,Masculino,Branco,Solteiro,Sim,1799,0,3949,Ensino Médio,Sobradinho,5,Transferência,50,Economia,1,6,0
Ágatha Jesus,2005-09-01,Masculino,Negro,Solteiro,Sim,1960,0,2013,Ensino Superior,SIA,8,IDP Pass,24,Ciência da Computação,1,6,0
Luiz Felipe Pinto,1921-03-24,Feminino,Branco,Solteiro,Não,2487,0,2314,Ensino Superior,Brazlândia,4,PROUNI,100,Arquitetura,1,10,0
Gustavo Henrique Lopes,1996-07-15,Masculino,Branco,Solteiro,Sim,2433,0,2393,Ensino Superior,Asa Sul,1,ENEM,30,Arquitetura,2,9,1
Carolina Novais,2002-08-26,Feminino,Negro,Casado,Não,2873,0,3803,Ensino Superior,Noroeste,6,Transferência,45,Engenharia de Software,4,9,1
Otto da Cruz,2002-03-23,Feminino,Branco,Solteiro,Não,2980,0,3594,Ensino Superior,Ceilândia,4,ENEM,40,Arquitetura,2,7,0
Luana Ramos,2002-07-08,Masculino,Branco,Solteiro,Sim,2348,0,2939,Ensino Médio,Asa Norte,10,ENEM,10,Economia,4,11,0
Ágatha da Luz,2002-03-20,Feminino,Branco,Solteiro,Sim,1345,0,3163,Ensino Médio,Vicente Pires,8,IDP Pass,5,Engenharia de Software,1,7,1
Ana Cecília Cavalcante,1997-04-14,Feminino,Branco,Solteiro,Sim,2644,0,3281,Ensino Superior,Riacho Fundo,3,Transferência,43,Arquitetura,1,6,0
João Guilherme Castro,2003-05-22,Masculino,Branco,Solteiro,Não,1064,0,2285,Ensino Superior,Fercal,9,IDP Pass,5,Publicidade,2,6,0
Théo Leão,2001-11-17,Feminino,Branco,Solteiro,Sim,1344,0,3189,Ensino Médio,Fercal,8,ENEM,16,Psicologia,5,6,1
Stephany Castro,1964-04-11,Feminino,Branco,Solteiro,Sim,1390,0,3745,Ensino Médio,Planaltina,8,IDP Pass,10,Ciência da Computação,4,6,0
Henry Gabriel Moreira,2001-06-17,Feminino,Branco,Solteiro,Sim,1093,0,3586,Ensino Superior,Cruzeiro,2,Transferência,24,Arquitetura,5,10,0
Bruno Marques,2005-12-02,Feminino,Negro,Solteiro,Sim,1149,0,2551,Ensino Superior,Sobradinho,3,IDP Pass,40,Engenharia de Software,4,6,1
Davi Lucas Barbosa,2005-12-18,Masculino,Branco,Solteiro,Não,1381,0,2848,Ensino Médio,Asa Sul,10,Transferência,41,Engenharia de Software,4,7,1
Maria Luísa da Conceição,1943-12-08,Masculino,Branco,Solteiro,Não,2437,3,2810,Ensino Médio,Noroeste,5,PROUNI,100,Arquitetura,1,9,1
André Pinto,1938-06-30,Masculino,Negro,Solteiro,Não,2597,0,3291,Ensino Médio,Vicente Pires,1,PROUNI,100,Psicologia,2,6,0
Hadassa Garcia,1998-06-03,Masculino,Branco,Solteiro,Não,1076,0,2991,Ensino Médio,Taguatinga,8,Transferência,38,Arquitetura,1,6,0
Maria Eduarda Teixeira,1995-07-07,Masculino,Branco,Solteiro,Não,1786,0,2247,Ensino Médio,Plano Piloto,10,IDP Pass,8,Psicologia,3,8,0
Natália Garcia,2003-02-25,Masculino,Branco,Solteiro,Não,2816,0,3407,Ensino Médio,Brazlândia,10,ENEM,42,Administração,1,40,1
Raul Nascimento,2002-12-10,Feminino,Branco,Solteiro,Sim,1137,0,3730,Ensino Médio,Noroeste,9,ENEM,33,Psicologia,3,9,0
Dante Sampaio,2004-10-12,Masculino,Branco,Solteiro,Não,1717,0,2395,Ensino Médio,Asa Sul,4,Transferência,2,Arquitetura,5,9,1
Henry Cardoso,2001-08-16,Masculino,Branco,Solteiro,Sim,1744,0,2609,Ensino Médio,Varjão,6,Transferência,28,Administração,4,10,1
Bella Almeida,1997-06-18,Feminino,Branco,Solteiro,Não,2382,1,2121,Ensino Superior,Sol Nascente/Pôr do Sol,4,PROUNI,100,Psicologia,4,7,0
Mathias Casa Grande,2005-08-15,Feminino,Branco,Solteiro,Sim,1954,0,2991,Ensino Superior,Asa Sul,3,IDP Pass,37,Publicidade,3,10,1
Davi Nunes,1998-01-11,Feminino,Outras,Solteiro,Não,2025,0,3514,Ensino Médio,Paranoá,8,Transferência,43,Arquitetura,1,5,0
Maria Eduarda Viana,2000-07-16,Masculino,Branco,União Estável,Sim,2067,0,2599,Ensino Superior,Noroeste,4,ENEM,31,Engenharia de Software,3,26,1
Heitor Pereira,1998-12-19,Masculino,Negro,Solteiro,Não,1060,0,2274,Ensino Médio,Planaltina,6,IDP Pass,32,Engenharia de Software,5,6,1
Esther Viana,2003-02-20,Masculino,Branco,Solteiro,Sim,1585,0,2933,Ensino Médio,Lago Norte,8,Transferência,46,Economia,4,39,0
Clarice das Neves,2003-11-13,Masculino,Outras,Solteiro,Sim,2956,0,3290,Ensino Médio,Vicente Pires,5,ENEM,46,Psicologia,3,9,1
Sabrina Nogueira,1996-04-27,Feminino,Branco,União Estável,Sim,2294,0,2473,Ensino Médio,Asa Norte,4,PROUNI,100,Publicidade,1,10,0
Mariana Vieira,2000-06-28,Masculino,Branco,Solteiro,Não,1313,0,3863,Ensino Superior,Asa Sul,5,Transferência,3,Psicologia,5,36,0
Milena Teixeira,1999-04-25,Masculino,Branco,Solteiro,Não,2460,0,2270,Ensino Médio,Brazlândia,6,ENEM,6,Publicidade,1,9,1
Pietro Camargo,1995-07-29,Masculino,Negro,Solteiro,Sim,2260,0,3907,Ensino Médio,Paranoá,8,PROUNI,100,Engenharia de Software,2,8,0
Elisa Ferreira,2002-03-30,Masculino,Branco,Solteiro,Sim,1826,0,2336,Ensino Médio,Asa Sul,7,IDP Pass,24,Engenharia de Software,2,10,0
Ana Liz Dias,2005-09-22,Masculino,Negro,Solteiro,Sim,2276,0,2373,Ensino Médio,Lago Norte,4,Transferência,13,Administração,5,2,1
Apollo Oliveira,2004-12-11,Masculino,Branco,Solteiro,Não,2907,0,3232,Ensino Médio,Vicente Pires,3,ENEM,9,Engenharia de Software,3,10,1
Mariah Souza,1997-10-18,Feminino,Negro,Solteiro,Não,1502,0,3190,Ensino Médio,Cruzeiro,3,Transferência,39,Publicidade,1,8,0
Isabela Leão,2000-08-06,Feminino,Negro,Solteiro,Sim,2685,0,3720,Ensino Médio,Sudoeste,1,IDP Pass,20,Administração,1,32,0
Maria Carvalho,2003-07-26,Masculino,Negro,Solteiro,Sim,2926,0,2486,Ensino Médio,Setor de Indústrias Gráficas,8,Transferência,48,Publicidade,3,8,0
Miguel Rodrigues,2004-12-15,Feminino,Negro,Solteiro,Sim,1839,0,2546,Ensino Superior,Sol Nascente/Pôr do Sol,1,Transferência,6,Arquitetura,2,10,1
Maria Júlia Cassiano,1995-03-24,Feminino,Branco,Solteiro,Não,2545,0,3809,Ensino Médio,Riacho Fundo,9,IDP Pass,50,Administração,5,8,1
Camila Costela,1998-01-28,Masculino,Branco,Solteiro,Sim,1373,0,2257,Ensino Médio,Lago Sul,5,ENEM,45,Psicologia,2,10,0
Maria Júlia Lopes,2005-03-07,Masculino,Branco,Solteiro,Sim,2056,0,3307,Ensino Superior,Taguatinga,5,ENEM,30,Arquitetura,3,12,0
Alexandre Dias,2002-08-15,Feminino,Branco,Solteiro,Não,1114,0,3490,Ensino Médio,Riacho Fundo II,1,IDP Pass,9,Arquitetura,3,8,1
Raquel Brito,1996-09-12,Masculino,Branco,Solteiro,Não,1955,0,3269,Ensino Superior,Santa Maria,3,ENEM,8,Psicologia,5,7,0
Natália Borges,2003-10-05,Feminino,Branco,Solteiro,Sim,2137,0,3167,Ensino Médio,Lago Norte,2,IDP Pass,39,Administração,2,6,1
Maya Garcia,2006-04-13,Masculino,Negro,Solteiro,Sim,1155,0,3099,Ensino Superior,Vicente Pires,7,PROUNI,100,Arquitetura,2,7,1
Theo Gomes,2005-03-29,Masculino,Negro,Solteiro,Sim,2603,0,3868,Ensino Superior,SIA,7,IDP Pass,42,Ciência da Computação,5,6,0
Marina Casa Grande,2006-01-29,Feminino,Branco,Solteiro,Não,2654,0,3346,Ensino Médio,Riacho Fundo II,5,IDP Pass,42,Engenharia de Software,5,10,0
Isabella Melo,1995-11-17,Masculino,Branco,Solteiro,Não,2658,0,3254,Ensino Médio,SCIA,3,ENEM,36,Administração,5,10,1
José Miguel Nascimento,1996-02-29,Feminino,Branco,Solteiro,Sim,2850,0,2826,Ensino Médio,Fercal,7,ENEM,39,Arquitetura,5,8,0
José Miguel Silveira,1994-10-13,Feminino,Branco,Solteiro,Sim,2165,0,2407,Ensino Superior,Asa Sul,3,ENEM,30,Publicidade,1,10,0
Valentina Vargas,2003-02-05,Masculino,Branco,Solteiro,Sim,1823,0,2212,Ensino Médio,Park Way,4,ENEM,27,Engenharia de Software,2,8,0
Manuela Novaes,2004-01-20,Masculino,Negro,Solteiro,Sim,2610,0,3405,Ensino Superior,SIA,1,Transferência,36,Ciência da Computação,3,8,0
Pedro Henrique Correia,1997-05-04,Feminino,Branco,Casado,Não,2174,0,3642,Ensino Superior,Recanto das Emas,3,ENEM,11,Arquitetura,4,9,1
Ryan Barbosa,2003-08-28,Feminino,Branco,Solteiro,Não,2314,0,2165,Ensino Superior,Sudoeste,8,IDP Pass,44,Publicidade,2,6,0
Manuella Sampaio,2001-09-30,Masculino,Branco,Solteiro,Não,2305,0,3591,Ensino Superior,Águas Claras,8,IDP Pass,42,Economia,2,9,0
Lavínia Camargo,2004-03-03,Masculino,Branco,Solteiro,Sim,2691,0,3634,Ensino Médio,Águas Claras,4,IDP Pass,13,Psicologia,4,9,0
Daniel Vargas,2005-12-26,Masculino,Branco,União Estável,Sim,1013,2,3678,Ensino Médio,Sol Nascente/Pôr do Sol,8,IDP Pass,4,Arquitetura,3,8,1
Gael Henrique Araújo,2001-10-10,Feminino,Branco,Solteiro,Não,1269,0,3415,Ensino Médio,SIA,1,ENEM,44,Psicologia,4,6,0
Stephany da Costa,2006-03-30,Feminino,Outras,Solteiro,Não,2980,0,3710,Ensino Médio,Itapoã,6,ENEM,26,Ciência da Computação,2,24,1
Ana Sophia Barros,2002-10-28,Feminino,Branco,Solteiro,Não,2330,0,2006,Ensino Superior,Sobradinho,6,ENEM,36,Arquitetura,2,9,1
Valentina Mendonça,2004-02-20,Masculino,Branco,Solteiro,Sim,2683,0,3732,Ensino Superior,Santa Maria,1,IDP Pass,50,Arquitetura,1,6,0
Rafaela Guerra,2005-06-22,Masculino,Negro,Solteiro,Não,1252,0,2095,Ensino Superior,Santa Maria,7,Transferência,7,Administração,3,6,1
Ayla Silva,2001-08-20,Masculino,Branco,Solteiro,Sim,1024,0,2186,Ensino Médio,Varjão,8,ENEM,23,Engenharia de Software,1,7,0
Thiago Pires,2006-05-21,Masculino,Negro,Solteiro,Não,1866,0,3855,Ensino Médio,Lago Sul,2,IDP Pass,0,Publicidade,1,9,0
Maria Helena Fernandes,2000-09-06,Feminino,Branco,Solteiro,Não,2262,0,3697,Ensino Superior,SIA,7,ENEM,42,Arquitetura,5,7,1
Pedro da Cunha,2005-03-28,Feminino,Branco,Solteiro,Não,2380,0,2065,Ensino Superior,Lago Sul,7,IDP Pass,32,Administração,3,9,0
Joana da Rosa,1999-05-05,Masculino,Branco,Solteiro,Não,2022,0,3265,Ensino Médio,SCIA,1,IDP Pass,25,Psicologia,5,9,1
Marina Aparecida,2003-05-14,Masculino,Negro,Solteiro,Sim,1983,0,2028,Ensino Médio,Guará,9,ENEM,6,Ciência da Computação,1,7,0
José Miguel Santos,1926-11-26,Masculino,Negro,União Estável,Sim,1503,0,2869,Ensino Médio,Guará,1,Transferência,5,Publicidade,2,27,0
Renan Novais,1994-10-31,Masculino,Branco,Solteiro,Não,1272,0,3182,Ensino Superior,Lago Norte,9,IDP Pass,43,Administração,3,10,0
Ana Júlia Souza,2003-06-05,Feminino,Negro,União Estável,Não,1647,0,3234,Ensino Médio,Águas Claras,9,Transferência,2,Psicologia,2,8,0
Rafaela Vieira,2002-11-29,Masculino,Negro,Solteiro,Não,1700,0,3144,Ensino Médio,Vicente Pires,9,IDP Pass,23,Ciência da Computação,2,10,1
Vicente Dias,2004-04-18,Masculino,Branco,Solteiro,Não,2010,0,2942,Ensino Superior,Fercal,4,Transferência,14,Ciência da Computação,5,9,1
Henrique da Conceição,2000-12-10,Feminino,Negro,Solteiro,Sim,2151,0,2718,Ensino Superior,Asa Norte,10,ENEM,46,Economia,1,9,0
Breno Teixeira,2006-04-01,Feminino,Branco,Solteiro,Sim,2736,0,2860,Ensino Superior,Gama,2,PROUNI,100,Engenharia de Software,5,8,1
Oliver Montenegro,1956-12-14,Feminino,Negro,Casado,Não,2727,0,2246,Ensino Superior,Lago Norte,8,IDP Pass,12,Publicidade,1,7,1
Marcela da Mota,2001-02-11,Feminino,Branco,União Estável,Não,2644,0,3407,Ensino Médio,SIA,4,IDP Pass,49,Arquitetura,1,7,1
Isadora Ramos,2002-03-01,Masculino,Branco,Solteiro,Sim,2697,0,3984,Ensino Médio,Sobradinho,2,IDP Pass,15,Economia,5,10,1
Noah Melo,1994-09-06,Masculino,Branco,Solteiro,Sim,2697,0,3987,Ensino Médio,SCIA,9,ENEM,44,Psicologia,4,7,1
Mathias Sousa,2001-11-23,Feminino,Branco,Solteiro,Sim,1887,0,3110,Ensino Superior,Lago Norte,4,ENEM,24,Psicologia,5,8,1
Luiz Henrique Moreira,2001-10-28,Feminino,Branco,Solteiro,Não,1385,0,2263,Ensino Superior,Park Way,7,Transferência,33,Publicidade,3,6,1
Amanda Farias,2001-08-06,Masculino,Branco,Solteiro,Sim,2997,0,3401,Ensino Médio,Lago Norte,6,Transferência,50,Administração,3,8,1
Kaique Camargo,2004-01-01,Feminino,Negro,Solteiro,Sim,2933,0,3293,Ensino Médio,Sobradinho,8,PROUNI,100,Administração,4,6,1
Stella Nunes,1998-11-27,Feminino,Branco,Solteiro,Não,1102,0,3037,Ensino Superior,Asa Sul,4,Transferência,40,Ciência da Computação,3,39,1
Eloá Nogueira,2004-11-02,Feminino,Branco,Solteiro,Não,2818,0,3048,Ensino Superior,Recanto das Emas,9,IDP Pass,48,Engenharia de Software,2,6,0
Julia Santos,1996-11-27,Feminino,Negro,União Estável,Não,2902,0,2785,Ensino Médio,SCIA,3,IDP Pass,23,Administração,3,10,0
Vinícius Abreu,1996-07-26,Feminino,Branco,Solteiro,Sim,2619,0,2428,Ensino Superior,Asa Sul,8,IDP Pass,25,Psicologia,5,9,0
Guilherme da Costa,1934-01-18,Feminino,Outras,Solteiro,Não,2670,0,2328,Ensino Médio,Paranoá,8,ENEM,31,Administração,5,8,0
Heitor Viana,2004-02-01,Masculino,Branco,Solteiro,Não,2307,0,2537,Ensino Médio,Riacho Fundo II,10,IDP Pass,32,Administração,4,6,0
Camila Fogaça,2002-07-03,Feminino,Branco,Solteiro,Não,2285,0,2887,Ensino Superior,Noroeste,8,Transferência,45,Engenharia de Software,3,7,0
Luiz Miguel Rezende,1996-03-28,Masculino,Branco,União Estável,Sim,1055,0,2628,Ensino Superior,Asa Norte,3,IDP Pass,34,Psicologia,2,7,0
Julia Montenegro,2000-07-13,Feminino,Branco,Solteiro,Não,1981,0,2552,Ensino Superior,Samambaia,8,IDP Pass,21,Ciência da Computação,5,10,1
